Time,Pleth
53:10.3,7.03
53:10.3,9.64
53:10.3,15.08
53:10.4,14.11
53:10.4,9.74
53:10.4,5.86
53:10.4,3.2
53:10.5,-1.91
53:10.5,-26.04
53:10.5,182.84
53:10.5,54.91
53:10.6,-48.48
53:10.6,-53.55
53:10.6,-49.11
53:10.6,-42.96
53:10.6,-35.58
53:10.6,-27.99
53:10.7,-18.9
53:10.7,-5.24
53:10.7,7.5
53:10.7,11.13
53:10.7,8.03
53:10.8,4.42
53:10.8,1.55
53:10.8,0.05
53:10.8,0.39
53:10.9,1.14
53:10.9,2.42
53:10.9,4
53:10.9,5.22
53:10.9,6.95
53:10.9,8.25
53:10.9,8.79
53:11.0,9.92
53:11.0,13.25
53:11.0,18.45
53:11.0,14.92
53:11.1,9.08
53:11.1,4.97
53:11.1,2.11
53:11.1,-3.14
53:11.1,-23.14
53:11.2,173.14
53:11.2,40.52
53:11.2,-48.72
53:11.2,-52.61
53:11.2,-48.31
53:11.2,-42.67
53:11.3,-35.11
53:11.3,-28.89
53:11.3,-18.66
53:11.3,-3
53:11.3,10.02
53:11.4,12
53:11.4,6.9
53:11.4,1.03
53:11.4,-2.62
53:11.4,-3.74
53:11.5,-3.1
53:11.5,-2.47
53:11.5,-1.01
53:11.5,0.75
53:11.6,2.42
53:11.6,4.25
53:11.6,5.51
53:11.6,6.62
53:11.7,8.83
53:11.7,15.05
53:11.7,16.5
53:11.7,12.42
53:11.7,8.24
53:11.8,4.43
53:11.8,1.94
53:11.8,-13.35
53:11.8,73.37
53:11.8,103.74
53:11.8,-9.31
53:11.8,-44.12
53:11.9,-38.32
53:11.9,-32.31
53:11.9,-26.72
53:11.9,-20.06
53:12.0,-12.96
53:12.0,-1.86
53:12.0,10.55
53:12.0,15.4
53:12.0,11.46
53:12.1,4.51
53:12.1,-0.63
53:12.1,-1.33
53:12.1,-1.58
53:12.2,-1.42
53:12.2,-0.4
53:12.2,1.19
53:12.2,4.04
53:12.2,6.94
53:12.2,8.94
53:12.2,10.09
53:12.3,12.35
53:12.3,18.65
53:12.3,22.79
53:12.3,16.69
53:12.4,11.65
53:12.4,7.77
53:12.4,5.05
53:12.4,-4.79
53:12.4,26.68
53:12.4,144.45
53:12.5,-6.95
53:12.5,-51.24
53:12.5,-45.98
53:12.5,-40.21
53:12.6,-33.13
53:12.6,-26.96
53:12.6,-21.05
53:12.6,-10.41
53:12.6,2.13
53:12.6,11.82
53:12.7,10.08
53:12.7,4.74
53:12.7,-1.06
53:12.7,-3.1
53:12.7,-2.64
53:12.8,-1.8
53:12.8,-0.71
53:12.8,0.34
53:12.8,2.2
53:12.9,4.36
53:12.9,5.98
53:12.9,7.34
53:12.9,8.51
53:12.9,9.58
53:12.9,13.2
53:13.0,16.28
53:13.0,11.62
53:13.0,6.19
53:13.0,3.07
53:13.1,1.7
53:13.1,-6.7
53:13.1,21.05
53:13.1,140.15
53:13.1,-12
53:13.1,-52.49
53:13.2,-47.08
53:13.2,-41.25
53:13.2,-35.74
53:13.2,-29.62
53:13.3,-23.45
53:13.3,-11.98
53:13.3,4.31
53:13.3,15.87
53:13.3,12.71
53:13.3,8.43
53:13.4,4.39
53:13.4,2.8
53:13.4,2.49
53:13.4,2.05
53:13.5,2.04
53:13.5,2.84
53:13.5,3.98
53:13.5,5.24
53:13.5,5.99
53:13.5,6.51
53:13.6,6.86
53:13.6,7.11
53:13.6,8.05
53:13.6,11.6
53:13.6,13.21
53:13.7,9.69
53:13.7,5.29
53:13.7,2.4
53:13.8,0.52
53:13.8,-16.84
53:13.8,88.33
53:13.8,107.31
53:13.8,-3.61
53:13.9,-48.23
53:13.9,-45.51
53:13.9,-40.49
53:13.9,-34.67
53:13.9,-28.06
53:13.9,-20.99
53:14.0,-9.33
53:14.0,6.69
53:14.0,13.81
53:14.0,9.84
53:14.0,3.97
53:14.0,0.35
53:14.1,-0.75
53:14.1,-0.84
53:14.1,-0.89
53:14.1,-0.48
53:14.2,0.65
53:14.2,1.94
53:14.2,3.57
53:14.2,5.22
53:14.2,6.1
53:14.3,6.65
53:14.3,7.25
53:14.3,7.67
53:14.3,8.84
53:14.3,12.67
53:14.3,13.96
53:14.4,10.9
53:14.4,7.41
53:14.4,5.53
53:14.4,4.19
53:14.4,-11.17
53:14.5,76.99
53:14.5,102.32
53:14.5,-7.16
53:14.5,-43.87
53:14.5,-40.69
53:14.6,-36.6
53:14.6,-31.46
53:14.6,-25.73
53:14.6,-18.63
53:14.7,-6.16
53:14.7,8.72
53:14.7,13.68
53:14.7,10.61
53:14.7,4.83
53:14.7,-0.18
53:14.8,-2.1
53:14.8,-2.06
53:14.8,-1.75
53:14.8,-1.08
53:14.9,0.84
53:14.9,3.29
53:14.9,6.01
53:14.9,7.55
53:14.9,8.41
53:14.9,8.59
53:15.0,8.93
53:15.0,10.03
53:15.0,13.97
53:15.0,17.11
53:15.0,12.93
53:15.1,7.52
53:15.1,3.77
53:15.1,1.54
53:15.1,-8.87
53:15.2,38.39
53:15.2,118.87
53:15.2,-11.35
53:15.2,-46.48
53:15.2,-38.74
53:15.2,-33.37
53:15.3,-27.29
53:15.3,-20.73
53:15.3,-14.9
53:15.3,-5.42
53:15.3,8.55
53:15.4,18.84
53:15.4,17.68
53:15.4,12.7
53:15.4,8.04
53:15.5,5.59
53:15.5,4.07
53:15.5,3.32
53:15.5,4.14
53:15.5,4.94
53:15.6,6.01
53:15.6,7.36
53:15.6,8.7
53:15.6,9.98
53:15.6,10.58
53:15.6,10.69
53:15.7,10.54
53:15.7,10.82
53:15.7,12.97
53:15.7,14.39
53:15.7,11.3
53:15.8,7.03
53:15.8,3.45
53:15.8,1.02
53:15.8,-14.48
53:15.9,77.85
53:15.9,117.95
53:15.9,-17.47
53:15.9,-52.56
53:15.9,-48.02
53:15.9,-41.85
53:16.0,-34.91
53:16.0,-29.99
53:16.0,-24.37
53:16.0,-14.35
53:16.1,0.34
53:16.1,10.9
53:16.1,9.06
53:16.1,4.09
53:16.1,-0.33
53:16.2,-2.1
53:16.2,-2.46
53:16.2,-2.02
53:16.2,-0.98
53:16.2,0.34
53:16.3,2.23
53:16.3,4.08
53:16.3,6.07
53:16.3,7.79
53:16.3,8.55
53:16.3,8.68
53:16.4,8.52
53:16.4,9.62
53:16.4,13.27
53:16.4,14.67
53:16.4,11.04
53:16.5,6.48
53:16.5,3.47
53:16.5,1.1
53:16.5,-20.63
53:16.6,120.26
53:16.6,96.6
53:16.6,-15.16
53:16.6,-51
53:16.6,-46.91
53:16.7,-42
53:16.7,-36.39
53:16.7,-29.46
53:16.7,-21
53:16.7,-8.77
53:16.7,6.53
53:16.8,15.07
53:16.8,11.39
53:16.8,5.77
53:16.8,2.29
53:16.9,1.23
53:16.9,0.79
53:16.9,0.56
53:16.9,1.38
53:16.9,2.5
53:17.0,3.68
53:17.0,4.86
53:17.0,5.75
53:17.0,6.9
53:17.0,7.49
53:17.0,7.62
53:17.1,8.32
53:17.1,11.54
53:17.1,15.21
53:17.1,11.78
53:17.2,7.99
53:17.2,4.41
53:17.2,2.44
53:17.2,-8.3
53:17.2,4.96
53:17.3,118.07
53:17.3,3.57
53:17.3,-45.99
53:17.3,-45.14
53:17.3,-40.71
53:17.3,-35.08
53:17.4,-27.88
53:17.4,-20.23
53:17.4,-9.86
53:17.4,4.84
53:17.5,14.41
53:17.5,11.68
53:17.5,6.16
53:17.5,1.53
53:17.5,-0.7
53:17.6,-0.41
53:17.6,-0.59
53:17.6,-0.45
53:17.6,0.89
53:17.6,2.69
53:17.7,4.6
53:17.7,5.73
53:17.7,6.42
53:17.7,7.13
53:17.7,7.61
53:17.7,9.1
53:17.7,13.49
53:17.8,14.96
53:17.8,11.37
53:17.8,8.7
53:17.8,6.39
53:17.9,2.73
53:17.9,-21.25
53:17.9,154.76
53:17.9,75.33
53:17.9,-39.13
53:18.0,-48.26
53:18.0,-42.91
53:18.0,-36.46
53:18.0,-29.7
53:18.0,-23.82
53:18.1,-15.94
53:18.1,-2.31
53:18.1,11.73
53:18.1,15.28
53:18.1,11.08
53:18.2,5.75
53:18.2,2.86
53:18.2,1.59
53:18.2,1.02
53:18.2,1.6
53:18.3,2.23
53:18.3,3.15
53:18.3,5.39
53:18.3,7.19
53:18.4,8.13
53:18.4,8.39
53:18.4,8.3
53:18.4,9.05
53:18.4,12.75
53:18.4,14.32
53:18.5,11.1
53:18.5,6.66
53:18.5,3.61
53:18.5,1.62
53:18.5,-18.76
53:18.6,126.93
53:18.6,95.08
53:18.6,-23.29
53:18.6,-51.75
53:18.7,-46.41
53:18.7,-41.05
53:18.7,-35.77
53:18.7,-31.27
53:18.7,-25.25
53:18.7,-13.63
53:18.8,1.82
53:18.8,11.53
53:18.8,10.58
53:18.8,6.57
53:18.9,2.71
53:18.9,1.02
53:18.9,1.01
53:18.9,1.57
53:18.9,1.92
53:18.9,2.83
53:19.0,4.06
53:19.0,5.64
53:19.0,6.64
53:19.0,7.31
53:19.0,7.49
53:19.1,8.25
53:19.1,11.38
53:19.1,13.7
53:19.1,10.5
53:19.1,5.81
53:19.2,2.16
53:19.2,-0.18
53:19.2,-13.97
53:19.2,43.71
53:19.3,137.39
53:19.3,-15.1
53:19.3,-51.73
53:19.3,-47.02
53:19.3,-40.81
53:19.3,-34.95
53:19.4,-29.14
53:19.4,-21.7
53:19.4,-10.12
53:19.4,5.13
53:19.4,13.24
53:19.5,11.9
53:19.5,7.29
53:19.5,3.4
53:19.5,1.83
53:19.5,1.13
53:19.6,0.78
53:19.6,0.84
53:19.6,1.7
53:19.6,3.14
53:19.6,3.91
53:19.7,4.97
53:19.7,5.24
53:19.7,5.42
53:19.7,5.73
53:19.7,8
53:19.7,11.51
53:19.8,9.35
53:19.8,6.2
53:19.8,2.84
53:19.8,0.77
53:19.9,-6.51
53:19.9,-22.59
53:19.9,156.94
53:19.9,31.72
53:20.0,-47.15
53:20.0,-47.91
53:20.0,-43.51
53:20.0,-37.95
53:20.0,-31.35
53:20.0,-24.16
53:20.1,-14.04
53:20.1,0.03
53:20.1,10.71
53:20.1,11.53
53:20.2,6.72
53:20.2,1.64
53:20.2,-0.65
53:20.2,-1.64
53:20.2,-1.08
53:20.2,-0.2
53:20.2,1.21
53:20.3,3.19
53:20.3,5.1
53:20.3,6.78
53:20.3,8.2
53:20.4,8.79
53:20.4,10.23
53:20.4,14.01
53:20.4,18.04
53:20.4,14.01
53:20.5,9.41
53:20.5,4.9
53:20.5,2.54
53:20.5,-6.88
53:20.6,4.58
53:20.6,119.35
53:20.6,3.56
53:20.6,-47.88
53:20.6,-43.69
53:20.6,-37.69
53:20.7,-30.87
53:20.7,-24.9
53:20.7,-19.08
53:20.7,-9.54
53:20.8,4.51
53:20.8,14.17
53:20.8,13.45
53:20.8,9.17
53:20.8,4.99
53:20.8,3.13
53:20.9,2.29
53:20.9,1.22
53:20.9,1.16
53:20.9,2.06
53:20.9,3.27
53:21.0,5.35
53:21.0,6.85
53:21.0,7.86
53:21.0,8.2
53:21.0,9.89
53:21.0,14.93
53:21.1,16.29
53:21.1,11.41
53:21.1,6.15
53:21.1,3.09
53:21.1,-0.51
53:21.2,-25.71
53:21.2,171.51
53:21.2,68.05
53:21.3,-49.59
53:21.3,-56.46
53:21.3,-51.24
53:21.3,-43.65
53:21.3,-37.09
53:21.3,-30.99
53:21.3,-22.41
53:21.4,-9.94
53:21.4,2.95
53:21.4,7.6
53:21.4,5.17
53:21.4,0.3
53:21.5,-1.76
53:21.5,-2.27
53:21.5,-2.18
53:21.5,-1.16
53:21.6,0.42
53:21.6,2.64
53:21.6,4.81
53:21.6,7.02
53:21.6,8.48
53:21.7,9
53:21.7,9.84
53:21.7,13.09
53:21.7,17.9
53:21.7,15.64
53:21.8,10.91
53:21.8,6.27
53:21.8,2.76
53:21.8,-5.31
53:21.8,-12.39
53:21.9,136.43
53:21.9,20.51
53:21.9,-53.12
53:21.9,-53.91
53:21.9,-50.01
53:21.9,-43.91
53:22.0,-36.69
53:22.0,-28.56
53:22.0,-17.26
53:22.1,-6.38
53:22.1,3.98
53:22.1,7.74
53:22.1,3.37
53:22.1,-1.17
53:22.2,-3.99
53:22.2,-4.86
53:22.2,-4.22
53:22.2,-3
53:22.2,-1.55
53:22.2,0.14
53:22.3,1.7
53:22.3,3.73
53:22.3,6.24
53:22.3,7.64
53:22.3,9.12
53:22.4,13.34
53:22.4,16.62
53:22.4,12.91
53:22.4,8.05
53:22.4,4.17
53:22.4,2.23
53:22.5,-7
53:22.5,1.54
53:22.5,122.19
53:22.5,9.88
53:22.6,-47.3
53:22.6,-47.04
53:22.6,-43.24
53:22.6,-36.23
53:22.6,-29.66
53:22.7,-22.77
53:22.7,-13.51
53:22.7,1.11
53:22.7,11.8
53:22.8,11.93
53:22.8,7.24
53:22.8,2.5
53:22.8,0.32
53:22.8,-0.22
53:22.9,-0.47
53:22.9,0.16
53:22.9,1.09
53:22.9,2.57
53:22.9,4.12
53:22.9,5.61
53:22.9,6.36
53:23.0,7.37
53:23.0,10.03
53:23.0,15.64
53:23.0,16.29
53:23.0,11.97
53:23.1,8.03
53:23.1,4.83
53:23.1,0.54
53:23.2,-24.3
53:23.2,156.63
53:23.2,73.42
53:23.2,-37.08
53:23.2,-44.39
53:23.2,-39.78
53:23.3,-35.22
53:23.3,-31.16
53:23.3,-27.29
53:23.3,-20.22
53:23.3,-6.63
53:23.4,6.23
53:23.4,9.38
53:23.4,5.24
53:23.4,-0.11
53:23.4,-4.07
53:23.4,-5.93
53:23.5,-5.96
53:23.5,-5.4
53:23.5,-3.77
53:23.5,-0.89
53:23.6,2.38
53:23.6,5.51
53:23.6,7.39
53:23.6,9.51
53:23.6,13.03
53:23.6,18.48
53:23.7,13.82
53:23.7,8.05
53:23.7,4.41
53:23.7,2.35
53:23.8,-3.03
53:23.8,-16.58
53:23.8,161.32
53:23.8,36.76
53:23.8,-50.49
53:23.9,-46.42
53:23.9,-41.64
53:23.9,-37.73
53:23.9,-32.17
53:23.9,-25.49
53:23.9,-16.58
53:24.0,-2.11
53:24.0,10.03
53:24.0,10.67
53:24.0,6.63
53:24.1,1.84
53:24.1,-0.49
53:24.1,-1.12
53:24.1,-0.76
53:24.1,-0.56
53:24.1,0.45
53:24.2,2.05
53:24.2,4.34
53:24.2,5.93
53:24.2,6.95
53:24.3,7.57
53:24.3,9.56
53:24.3,14.79
53:24.3,16.26
53:24.3,10.89
53:24.3,4.74
53:24.4,1.74
53:24.4,0.96
53:24.4,-14.96
53:24.5,101.76
53:24.5,120.48
53:24.5,-2.16
53:24.5,-52.15
53:24.5,-50.31
53:24.5,-45.05
53:24.5,-39.94
53:24.6,-33.91
53:24.6,-26.07
53:24.6,-12.42
53:24.6,3.67
53:24.7,10.84
53:24.7,9.76
53:24.7,5.77
53:24.7,2.29
53:24.8,0.84
53:24.8,0.16
53:24.8,0.72
53:24.8,2.12
53:24.8,3.82
53:24.8,5.13
53:24.8,6.32
53:24.9,7.12
53:24.9,7.64
53:24.9,8.47
53:24.9,11.57
53:25.0,16.74
53:25.0,14.53
53:25.0,9.83
53:25.0,6.17
53:25.0,3.82
53:25.0,-3.04
53:25.1,-17.13
53:25.1,164.14
53:25.1,29.18
53:25.2,-52.36
53:25.2,-52.04
53:25.2,-48.64
53:25.2,-43.39
53:25.2,-37.76
53:25.2,-30.18
53:25.2,-18.88
53:25.3,-3.88
53:25.3,8.97
53:25.3,10.98
53:25.3,6.35
53:25.3,1.86
53:25.4,0
53:25.4,-0.4
53:25.4,-0.28
53:25.5,-0.21
53:25.5,0.43
53:25.5,1.38
53:25.5,3.15
53:25.5,4.56
53:25.5,5.6
53:25.5,5.71
53:25.6,6.24
53:25.6,9.28
53:25.6,12.63
53:25.6,9.95
53:25.6,5.95
53:25.7,2.41
53:25.7,0.9
53:25.7,-7.65
53:25.8,1.53
53:25.8,111.28
53:25.8,3.33
53:25.8,-46.73
53:25.8,-46.96
53:25.8,-42.3
53:25.8,-36.84
53:25.9,-31.35
53:25.9,-24.49
53:25.9,-14.41
53:25.9,-1.99
53:26.0,9.69
53:26.0,10.53
53:26.0,6.93
53:26.0,2.57
53:26.0,0.44
53:26.1,-0.14
53:26.1,-0.1
53:26.1,0.66
53:26.1,2.19
53:26.1,3.83
53:26.1,5.12
53:26.2,6.61
53:26.2,7.66
53:26.2,8.94
53:26.2,10.74
53:26.2,15.67
53:26.3,17.16
53:26.3,13.73
53:26.3,9.67
53:26.3,5.75
53:26.4,1.75
53:26.4,-21.69
53:26.4,124.05
53:26.4,87.39
53:26.4,-26.3
53:26.5,-46.36
53:26.5,-43.11
53:26.5,-37.37
53:26.5,-31.96
53:26.5,-25.28
53:26.6,-17
53:26.6,-4.86
53:26.6,8.53
53:26.6,12.16
53:26.6,8.53
53:26.7,4.1
53:26.7,1.19
53:26.7,0.24
53:26.7,0.16
53:26.8,0.64
53:26.8,1.2
53:26.8,2.51
53:26.8,4.48
53:26.8,7.17
53:26.8,8.95
53:26.9,10.73
53:26.9,13.26
53:26.9,19.53
53:26.9,23.27
53:27.0,17.08
53:27.0,11.31
53:27.0,6.44
53:27.0,4.21
53:27.0,-6.39
53:27.0,34.43
53:27.0,167.55
53:27.1,-5.74
53:27.1,-58.13
53:27.1,-51.13
53:27.1,-46.18
53:27.2,-39.78
53:27.2,-33.98
53:27.2,-27.13
53:27.2,-16.64
53:27.2,-2.72
53:27.2,7.11
53:27.3,8.28
53:27.3,4.76
53:27.3,1.8
53:27.3,0.19
53:27.4,-0.98
53:27.4,-1.32
53:27.4,-1.23
53:27.4,0.11
53:27.5,1.89
53:27.5,4.05
53:27.5,5.74
53:27.5,7.18
53:27.5,8.1
53:27.5,9.54
53:27.5,14.56
53:27.6,18.33
53:27.6,14.12
53:27.6,9.87
53:27.6,5.22
53:27.7,3.18
53:27.7,-8.71
53:27.7,42.14
53:27.7,142.41
53:27.7,-15.48
53:27.8,-49.94
53:27.8,-46.73
53:27.8,-41.56
53:27.8,-36.15
53:27.8,-30.43
53:27.9,-22.4
53:27.9,-10.78
53:27.9,2.39
53:27.9,12.05
53:27.9,10.78
53:27.9,7.03
53:27.9,4.34
53:28.0,2.95
53:28.0,2.61
53:28.0,2.44
53:28.0,2.34
53:28.1,2.47
53:28.1,3.07
53:28.1,4
53:28.1,4.87
53:28.1,5.61
53:28.2,6.17
53:28.2,6.81
53:28.2,9.33
53:28.2,13.74
53:28.3,11.69
53:28.3,7.52
53:28.3,4.17
53:28.3,2.34
53:28.3,-3.16
53:28.3,-25.28
53:28.4,184.26
53:28.4,46.36
53:28.4,-49.5
53:28.4,-50.87
53:28.5,-48.38
53:28.5,-43.46
53:28.5,-36.99
53:28.5,-29.58
53:28.6,-20.3
53:28.6,-7.56
53:28.6,3.88
53:28.6,7.17
53:28.6,3.64
53:28.7,0.6
53:28.7,-1.39
53:28.7,-1.63
53:28.7,-1.15
53:28.7,-0.61
53:28.7,0.47
53:28.8,2.4
53:28.8,5.06
53:28.8,6.86
53:28.8,7.62
53:28.8,8.03
53:28.9,8.53
53:28.9,9.58
53:28.9,13.47
53:28.9,15.24
53:28.9,11.17
53:28.9,6.31
53:29.0,3.29
53:29.0,1.41
53:29.0,-18.4
53:29.0,118.25
53:29.1,89.97
53:29.1,-19.03
53:29.1,-43.87
53:29.1,-40.88
53:29.2,-35.25
53:29.2,-30.45
53:29.2,-24.72
53:29.2,-16.59
53:29.2,-4.83
53:29.2,8.42
53:29.3,14.1
53:29.3,9.63
53:29.3,3.32
53:29.3,0.5
53:29.3,-1.07
53:29.3,-1.04
53:29.4,-1.03
53:29.4,-0.16
53:29.4,1.74
53:29.4,3.9
53:29.4,5.63
53:29.5,6.77
53:29.5,7.47
53:29.5,8.72
53:29.5,9.94
53:29.6,14.6
53:29.6,18.22
53:29.6,14.14
53:29.6,9.94
53:29.7,7.16
53:29.7,5.81
53:29.7,-5.64
53:29.7,51.82
53:29.7,126.27
53:29.7,-15.89
53:29.7,-48.82
53:29.8,-44.11
53:29.8,-39.56
53:29.8,-33.23
53:29.8,-27.25
53:29.9,-20.75
53:29.9,-11.14
53:29.9,2.75
53:29.9,11.57
53:29.9,11.22
53:29.9,8.01
53:30.0,5.51
53:30.0,4.11
53:30.0,3.37
53:30.0,3.26
53:30.0,3.67
53:30.1,4.39
53:30.1,5.65
53:30.1,6.52
53:30.1,7.16
53:30.1,7.85
53:30.2,8.12
53:30.2,8.31
53:30.2,9.92
53:30.2,14.32
53:30.3,14.19
53:30.3,10.26
53:30.3,5.66
53:30.3,2.1
53:30.3,-3.81
53:30.4,-24.82
53:30.4,187.65
53:30.4,42.6
53:30.4,-57.52
53:30.5,-59.79
53:30.5,-55.64
53:30.5,-48.51
53:30.5,-41.69
53:30.5,-35.25
53:30.5,-25.86
53:30.6,-11.61
53:30.6,0.84
53:30.6,5.54
53:30.6,2.61
53:30.7,-0.38
53:30.7,-2.36
53:30.7,-2.61
53:30.7,-2.14
53:30.7,-1.6
53:30.7,-0.29
53:30.7,1.93
53:30.8,3.93
53:30.8,5.68
53:30.8,6.82
53:30.8,7.5
53:30.8,7.64
53:30.9,7.94
53:30.9,9.99
53:30.9,13.76
53:30.9,12.66
53:30.9,9.05
53:31.0,5.33
53:31.0,1.67
53:31.0,-3.98
53:31.0,-25.11
53:31.1,184.04
53:31.1,52.1
53:31.1,-46.06
53:31.1,-52.41
53:31.1,-47.3
53:31.1,-41.33
53:31.2,-35.33
53:31.2,-28.26
53:31.2,-18.16
53:31.2,-5.26
53:31.3,6.71
53:31.3,10.79
53:31.3,7.81
53:31.3,4.31
53:31.3,2.84
53:31.4,1.79
53:31.4,1.21
53:31.4,0.88
53:31.4,2.09
53:31.4,3.64
53:31.4,5.22
53:31.5,6.4
53:31.5,6.88
53:31.5,7.43
53:31.5,7.8
53:31.6,8.06
53:31.6,10.58
