Time,Pleth
20:13.3,-75
20:13.4,-75
20:13.4,-76
20:13.4,-76
20:13.4,-75
20:13.4,-78
20:13.5,-89
20:13.5,-104
20:13.5,-122
20:13.5,-139
20:13.6,-154
20:13.6,-167
20:13.6,-176
20:13.6,-185
20:13.6,-191
20:13.7,-194
20:13.7,-197
20:13.7,-195
20:13.7,-193
20:13.7,-187
20:13.7,-179
20:13.8,-167
20:13.8,-157
20:13.8,-144
20:13.8,-133
20:13.8,-125
20:13.9,-118
20:13.9,-113
20:13.9,-107
20:13.9,-101
20:13.9,-97
20:14.0,-92
20:14.0,-89
20:14.0,-85
20:14.0,-82
20:14.0,-78
20:14.0,-77
20:14.1,-75
20:14.1,-74
20:14.1,-73
20:14.1,-71
20:14.2,-70
20:14.2,-69
20:14.2,-67
20:14.2,-67
20:14.3,-66
20:14.3,-67
20:14.3,-67
20:14.3,-67
20:14.3,-67
20:14.3,-68
20:14.4,-68
20:14.4,-69
20:14.4,-71
20:14.4,-81
20:14.4,-96
20:14.5,-114
20:14.5,-132
20:14.5,-148
20:14.5,-162
20:14.5,-173
20:14.5,-182
20:14.6,-188
20:14.6,-190
20:14.6,-193
20:14.6,-194
20:14.7,-193
20:14.7,-187
20:14.7,-178
20:14.7,-168
20:14.7,-157
20:14.7,-145
20:14.8,-133
20:14.8,-124
20:14.8,-117
20:14.9,-111
20:14.9,-105
20:14.9,-101
20:14.9,-96
20:14.9,-94
20:14.9,-90
20:15.0,-87
20:15.0,-83
20:15.0,-80
20:15.0,-79
20:15.0,-78
20:15.0,-76
20:15.1,-73
20:15.1,-72
20:15.1,-71
20:15.1,-70
20:15.2,-69
20:15.2,-69
20:15.2,-70
20:15.2,-72
20:15.2,-73
20:15.2,-73
20:15.3,-74
20:15.3,-75
20:15.3,-76
20:15.3,-77
20:15.4,-76
20:15.4,-80
20:15.4,-91
20:15.4,-106
20:15.4,-123
20:15.4,-137
20:15.5,-152
20:15.5,-164
20:15.5,-177
20:15.5,-186
20:15.6,-192
20:15.6,-197
20:15.6,-198
20:15.6,-195
20:15.6,-190
20:15.6,-183
20:15.7,-173
20:15.7,-161
20:15.7,-152
20:15.8,-141
20:15.8,-132
20:15.8,-123
20:15.8,-115
20:15.8,-107
20:15.9,-101
20:15.9,-97
20:15.9,-93
20:15.9,-88
20:15.9,-85
20:15.9,-82
20:15.9,-80
20:16.0,-77
20:16.0,-74
20:16.0,-73
20:16.0,-70
20:16.1,-67
20:16.1,-67
20:16.1,-67
20:16.1,-67
20:16.1,-67
20:16.2,-66
20:16.2,-66
20:16.2,-68
20:16.2,-67
20:16.2,-69
20:16.3,-69
20:16.3,-69
20:16.3,-70
20:16.3,-70
20:16.4,-71
20:16.4,-80
20:16.4,-96
20:16.4,-113
20:16.4,-130
20:16.4,-144
20:16.4,-156
20:16.5,-167
20:16.5,-177
20:16.5,-184
20:16.5,-189
20:16.5,-191
20:16.6,-192
20:16.6,-191
20:16.6,-185
20:16.6,-176
20:16.6,-165
20:16.7,-153
20:16.7,-140
20:16.7,-128
20:16.8,-118
20:16.8,-112
20:16.8,-106
20:16.8,-101
20:16.8,-96
20:16.8,-91
20:16.9,-87
20:16.9,-83
20:16.9,-78
20:16.9,-75
20:17.0,-72
20:17.0,-71
20:17.0,-69
20:17.0,-67
20:17.0,-66
20:17.0,-66
20:17.1,-66
20:17.1,-66
20:17.1,-66
20:17.1,-65
20:17.1,-64
20:17.2,-66
20:17.2,-68
20:17.2,-70
20:17.2,-71
20:17.2,-72
20:17.2,-71
20:17.3,-73
20:17.3,-74
20:17.3,-83
20:17.3,-97
20:17.4,-114
20:17.4,-128
20:17.4,-144
20:17.4,-158
20:17.4,-169
20:17.4,-179
20:17.5,-187
20:17.5,-191
20:17.5,-193
20:17.5,-191
20:17.6,-188
20:17.6,-180
20:17.6,-171
20:17.6,-159
20:17.7,-149
20:17.7,-138
20:17.7,-130
20:17.7,-122
20:17.7,-116
20:17.7,-109
20:17.8,-101
20:17.8,-96
20:17.8,-90
20:17.8,-85
20:17.8,-83
20:17.8,-79
20:17.9,-76
20:17.9,-74
20:17.9,-71
20:17.9,-70
20:18.0,-69
20:18.0,-68
20:18.0,-69
20:18.0,-69
20:18.0,-68
20:18.0,-68
20:18.1,-68
20:18.1,-66
20:18.1,-67
20:18.1,-66
20:18.2,-67
20:18.2,-67
20:18.2,-67
20:18.2,-66
20:18.2,-68
20:18.2,-68
20:18.3,-70
20:18.3,-78
20:18.3,-92
20:18.4,-111
20:18.4,-126
20:18.4,-142
20:18.4,-156
20:18.4,-168
20:18.4,-178
20:18.5,-187
20:18.5,-192
20:18.5,-193
20:18.5,-193
20:18.6,-189
20:18.6,-182
20:18.6,-172
20:18.6,-161
20:18.6,-151
20:18.6,-138
20:18.7,-128
20:18.7,-121
20:18.7,-111
20:18.7,-102
20:18.8,-94
20:18.8,-89
20:18.8,-85
20:18.8,-80
20:18.8,-77
20:18.8,-75
20:18.8,-73
20:18.9,-72
20:18.9,-71
20:18.9,-71
20:18.9,-70
20:19.0,-69
20:19.0,-69
20:19.0,-69
20:19.0,-70
20:19.0,-69
20:19.0,-71
20:19.1,-71
20:19.1,-70
20:19.1,-70
20:19.1,-71
20:19.2,-69
20:19.2,-68
20:19.2,-70
20:19.2,-71
20:19.2,-77
20:19.2,-90
20:19.3,-107
20:19.3,-122
20:19.3,-137
20:19.3,-152
20:19.4,-163
20:19.4,-174
20:19.4,-181
20:19.4,-188
20:19.5,-192
20:19.5,-195
20:19.5,-193
20:19.5,-190
20:19.5,-184
20:19.5,-173
20:19.5,-160
20:19.6,-149
20:19.6,-136
20:19.6,-126
20:19.6,-118
20:19.7,-110
20:19.7,-105
20:19.7,-99
20:19.7,-94
20:19.7,-89
20:19.8,-85
20:19.8,-82
20:19.8,-79
20:19.8,-75
20:19.8,-74
20:19.8,-73
20:19.9,-71
20:19.9,-70
20:19.9,-69
20:19.9,-70
20:20.0,-69
20:20.0,-68
20:20.0,-68
20:20.0,-67
20:20.1,-68
20:20.1,-67
20:20.1,-69
20:20.1,-69
20:20.1,-71
20:20.1,-71
20:20.1,-71
20:20.2,-72
20:20.2,-74
20:20.2,-76
20:20.2,-83
20:20.2,-98
20:20.3,-115
20:20.3,-131
20:20.3,-146
20:20.3,-158
20:20.4,-169
20:20.4,-181
20:20.4,-188
20:20.4,-194
20:20.4,-196
20:20.5,-194
20:20.5,-188
20:20.5,-181
20:20.5,-172
20:20.5,-161
20:20.5,-151
20:20.6,-140
20:20.6,-129
20:20.6,-120
20:20.6,-110
20:20.7,-103
20:20.7,-98
20:20.7,-91
20:20.7,-87
20:20.8,-83
20:20.8,-79
20:20.8,-76
20:20.8,-73
20:20.8,-72
20:20.8,-69
20:20.9,-68
20:20.9,-68
20:20.9,-66
20:20.9,-65
20:20.9,-66
20:20.9,-65
20:21.0,-66
20:21.0,-67
20:21.0,-66
20:21.1,-65
20:21.1,-65
20:21.1,-65
20:21.1,-65
20:21.1,-64
20:21.1,-65
20:21.2,-65
20:21.2,-69
20:21.2,-80
20:21.2,-97
20:21.2,-112
20:21.3,-128
20:21.3,-143
20:21.3,-157
20:21.3,-167
20:21.4,-175
20:21.4,-180
20:21.4,-183
20:21.4,-186
20:21.4,-187
20:21.4,-185
20:21.4,-181
20:21.5,-169
20:21.5,-157
20:21.5,-145
20:21.6,-135
20:21.6,-128
20:21.6,-120
20:21.6,-114
20:21.6,-107
20:21.6,-100
20:21.7,-92
20:21.7,-87
20:21.7,-83
20:21.7,-82
20:21.7,-80
20:21.7,-79
20:21.8,-76
20:21.8,-73
20:21.8,-71
20:21.8,-69
20:21.9,-69
20:21.9,-68
20:21.9,-68
20:21.9,-67
20:21.9,-68
20:21.9,-68
20:22.0,-68
20:22.0,-67
20:22.0,-68
20:22.1,-68
20:22.1,-69
20:22.1,-69
20:22.1,-70
20:22.1,-70
20:22.1,-72
20:22.2,-76
20:22.2,-88
20:22.2,-104
20:22.2,-120
20:22.3,-135
20:22.3,-149
20:22.3,-159
20:22.3,-169
20:22.3,-178
20:22.3,-185
20:22.3,-191
20:22.4,-192
20:22.4,-193
20:22.4,-186
20:22.4,-178
20:22.5,-167
20:22.5,-155
20:22.5,-144
20:22.5,-134
20:22.5,-126
20:22.5,-118
20:22.6,-109
20:22.6,-102
20:22.6,-94
20:22.7,-88
20:22.7,-84
20:22.7,-80
20:22.7,-78
20:22.7,-74
20:22.7,-72
20:22.7,-71
20:22.8,-69
20:22.8,-69
20:22.8,-69
20:22.8,-67
20:22.9,-66
20:22.9,-65
20:22.9,-66
20:22.9,-66
20:22.9,-65
20:22.9,-66
20:23.0,-66
20:23.0,-66
20:23.0,-66
20:23.1,-68
20:23.1,-69
20:23.1,-69
20:23.1,-71
20:23.1,-73
20:23.1,-79
20:23.2,-92
20:23.2,-107
20:23.2,-121
20:23.2,-135
20:23.3,-147
20:23.3,-159
20:23.3,-167
20:23.3,-176
20:23.3,-181
20:23.4,-185
20:23.4,-186
20:23.4,-186
20:23.4,-181
20:23.4,-172
20:23.4,-162
20:23.4,-150
20:23.5,-139
20:23.5,-129
20:23.5,-118
20:23.5,-110
20:23.5,-104
20:23.6,-98
20:23.6,-93
20:23.6,-89
20:23.6,-86
20:23.7,-82
20:23.7,-78
20:23.7,-75
20:23.7,-75
20:23.7,-74
20:23.8,-72
20:23.8,-70
20:23.8,-68
20:23.8,-67
20:23.8,-66
20:23.9,-66
20:23.9,-65
20:23.9,-66
20:23.9,-66
20:23.9,-67
20:24.0,-65
20:24.0,-65
20:24.0,-64
20:24.0,-65
20:24.0,-65
20:24.0,-65
20:24.1,-68
20:24.1,-76
20:24.1,-90
20:24.1,-108
20:24.2,-125
20:24.2,-138
20:24.2,-152
20:24.2,-162
20:24.2,-169
20:24.2,-177
20:24.3,-181
20:24.3,-184
20:24.3,-185
20:24.3,-183
20:24.4,-178
20:24.4,-171
20:24.4,-160
20:24.4,-150
20:24.4,-140
20:24.4,-132
20:24.5,-122
20:24.5,-114
20:24.5,-107
20:24.5,-100
20:24.6,-96
20:24.6,-91
20:24.6,-87
20:24.6,-85
20:24.6,-82
20:24.6,-79
20:24.7,-78
20:24.7,-75
20:24.7,-75
20:24.7,-74
20:24.8,-73
20:24.8,-71
20:24.8,-71
20:24.8,-69
20:24.8,-71
20:24.9,-70
20:24.9,-71
20:24.9,-71
20:24.9,-72
20:24.9,-71
20:24.9,-72
20:25.0,-73
20:25.0,-72
20:25.0,-73
20:25.0,-73
20:25.1,-76
20:25.1,-84
20:25.1,-97
20:25.1,-109
20:25.2,-123
20:25.2,-139
20:25.2,-152
20:25.2,-162
20:25.2,-171
20:25.2,-178
20:25.3,-182
20:25.3,-183
20:25.3,-181
20:25.3,-176
20:25.3,-170
20:25.3,-163
20:25.4,-154
20:25.4,-146
20:25.4,-134
20:25.4,-124
20:25.5,-117
20:25.5,-109
20:25.5,-104
20:25.5,-99
20:25.5,-94
20:25.6,-90
20:25.6,-88
20:25.6,-83
20:25.6,-80
20:25.6,-77
20:25.6,-75
20:25.7,-72
20:25.7,-71
20:25.7,-68
20:25.7,-68
20:25.8,-67
20:25.8,-67
20:25.8,-67
20:25.8,-67
20:25.8,-67
20:25.8,-68
20:25.9,-66
20:25.9,-67
20:25.9,-68
20:25.9,-67
20:26.0,-67
20:26.0,-66
20:26.0,-66
20:26.0,-70
20:26.0,-77
20:26.0,-89
20:26.1,-104
20:26.1,-118
20:26.1,-133
20:26.1,-143
20:26.2,-155
20:26.2,-163
20:26.2,-169
20:26.2,-175
20:26.2,-177
20:26.2,-177
20:26.3,-175
20:26.3,-172
20:26.3,-166
20:26.3,-157
20:26.4,-146
20:26.4,-136
20:26.4,-127
20:26.4,-120
20:26.4,-110
20:26.5,-104
20:26.5,-99
20:26.5,-95
20:26.5,-91
20:26.5,-87
20:26.5,-86
20:26.6,-83
20:26.6,-81
20:26.6,-79
20:26.6,-78
20:26.7,-76
20:26.7,-75
20:26.7,-75
20:26.7,-74
20:26.7,-74
20:26.8,-74
20:26.8,-72
20:26.8,-74
20:26.8,-74
20:26.8,-74
20:26.8,-75
20:26.9,-75
20:26.9,-76
20:26.9,-79
20:26.9,-79
20:27.0,-80
20:27.0,-82
20:27.0,-90
20:27.0,-101
20:27.0,-113
20:27.0,-127
20:27.1,-137
20:27.1,-149
20:27.1,-160
20:27.1,-169
20:27.2,-177
20:27.2,-182
20:27.2,-183
20:27.2,-184
20:27.2,-179
20:27.2,-174
20:27.3,-165
20:27.3,-156
20:27.3,-146
20:27.3,-138
20:27.4,-130
20:27.4,-123
20:27.4,-115
20:27.4,-108
20:27.4,-103
20:27.4,-98
20:27.5,-95
20:27.5,-90
20:27.5,-86
20:27.5,-83
20:27.6,-83
20:27.6,-82
20:27.6,-80
20:27.6,-79
20:27.6,-77
20:27.6,-75
20:27.7,-74
20:27.7,-73
20:27.7,-73
20:27.7,-74
20:27.8,-74
20:27.8,-72
20:27.8,-71
20:27.8,-73
20:27.8,-72
20:27.9,-73
20:27.9,-73
20:27.9,-73
20:27.9,-74
20:27.9,-76
20:27.9,-80
20:28.0,-88
20:28.0,-102
20:28.0,-117
20:28.0,-131
20:28.1,-144
20:28.1,-155
20:28.1,-164
20:28.1,-172
20:28.1,-178
20:28.1,-181
20:28.2,-182
20:28.2,-182
20:28.2,-179
20:28.2,-174
20:28.3,-166
20:28.3,-155
20:28.3,-146
20:28.3,-138
20:28.3,-127
20:28.3,-118
20:28.4,-110
20:28.4,-105
20:28.4,-100
20:28.4,-96
20:28.4,-92
20:28.5,-88
20:28.5,-85
20:28.5,-81
20:28.5,-80
20:28.5,-79
20:28.6,-77
20:28.6,-75
20:28.6,-74
20:28.6,-73
20:28.6,-74
20:28.7,-72
20:28.7,-72
20:28.7,-73
20:28.7,-72
20:28.8,-72
20:28.8,-73
20:28.8,-73
20:28.8,-72
20:28.8,-73
20:28.8,-74
20:28.9,-73
20:28.9,-73
20:28.9,-76
20:28.9,-86
20:28.9,-101
20:29.0,-116
20:29.0,-129
20:29.0,-141
20:29.0,-152
20:29.0,-162
20:29.1,-170
20:29.1,-177
20:29.1,-180
20:29.1,-180
20:29.1,-179
20:29.2,-177
20:29.2,-171
20:29.2,-164
20:29.2,-157
20:29.3,-147
20:29.3,-137
20:29.3,-128
20:29.3,-120
20:29.3,-113
20:29.3,-107
20:29.4,-102
20:29.4,-98
20:29.4,-94
20:29.4,-91
20:29.4,-89
20:29.5,-86
20:29.5,-83
20:29.5,-82
20:29.5,-80
20:29.5,-78
20:29.6,-78
20:29.6,-78
20:29.6,-77
20:29.6,-77
20:29.6,-77
20:29.7,-77
20:29.7,-76
20:29.7,-77
20:29.7,-77
20:29.7,-77
20:29.8,-77
20:29.8,-79
20:29.8,-78
20:29.8,-79
20:29.8,-80
20:29.9,-81
20:29.9,-88
20:29.9,-99
20:29.9,-114
20:29.9,-128
20:30.0,-141
20:30.0,-155
20:30.0,-164
20:30.0,-174
20:30.0,-181
20:30.1,-185
20:30.1,-188
20:30.1,-189
20:30.1,-185
20:30.2,-179
20:30.2,-170
20:30.2,-160
20:30.2,-149
20:30.2,-139
20:30.2,-130
20:30.3,-125
20:30.3,-117
20:30.3,-112
20:30.3,-106
20:30.3,-100
20:30.3,-95
20:30.4,-90
20:30.4,-87
20:30.4,-84
20:30.4,-83
20:30.5,-82
20:30.5,-79
20:30.5,-79
20:30.5,-78
20:30.5,-77
20:30.6,-76
20:30.6,-76
20:30.6,-75
20:30.6,-74
20:30.6,-73
20:30.7,-74
20:30.7,-74
20:30.7,-73
20:30.7,-74
20:30.7,-76
20:30.8,-77
20:30.8,-79
20:30.8,-80
20:30.8,-79
20:30.8,-85
20:30.8,-95
20:30.9,-110
20:30.9,-123
20:30.9,-136
20:30.9,-149
20:30.9,-159
20:31.0,-167
20:31.0,-176
20:31.0,-183
20:31.0,-186
20:31.1,-188
20:31.1,-184
20:31.1,-178
20:31.1,-170
20:31.2,-160
20:31.2,-150
20:31.2,-142
20:31.2,-134
20:31.2,-126
20:31.2,-118
20:31.2,-111
20:31.3,-104
20:31.3,-99
20:31.3,-94
20:31.3,-91
20:31.3,-89
20:31.4,-85
20:31.4,-83
20:31.4,-80
20:31.4,-77
20:31.5,-74
20:31.5,-72
20:31.5,-71
20:31.5,-72
20:31.5,-71
20:31.5,-70
20:31.6,-70
20:31.6,-70
20:31.6,-69
20:31.6,-70
20:31.7,-71
20:31.7,-72
20:31.7,-74
20:31.7,-74
20:31.7,-75
20:31.8,-76
20:31.8,-77
20:31.8,-81
20:31.8,-90
20:31.8,-104
20:31.9,-119
20:31.9,-133
20:31.9,-146
20:31.9,-157
20:31.9,-167
20:32.0,-174
20:32.0,-180
20:32.0,-185
20:32.0,-188
20:32.0,-187
20:32.0,-183
20:32.1,-177
20:32.1,-168
20:32.1,-158
