Time,Pleth
56:21.1,-212
56:21.1,-189
56:21.1,-167
56:21.1,-148
56:21.1,-132
56:21.1,-121
56:21.1,-109
56:21.2,-96
56:21.2,-85
56:21.2,-79
56:21.3,-78
56:21.3,-82
56:21.3,-89
56:21.3,-93
56:21.3,-94
56:21.3,-92
56:21.4,-88
56:21.4,-83
56:21.4,-78
56:21.4,-72
56:21.4,-67
56:21.4,-65
56:21.5,-62
56:21.5,-60
56:21.5,-60
56:21.5,-60
56:21.5,-60
56:21.6,-62
56:21.6,-64
56:21.6,-66
56:21.6,-66
56:21.7,-67
56:21.7,-67
56:21.7,-72
56:21.7,-96
56:21.7,-160
56:21.8,-221
56:21.8,-254
56:21.8,-264
56:21.8,-255
56:21.9,-238
56:21.9,-217
56:21.9,-194
56:21.9,-174
56:21.9,-155
56:21.9,-142
56:21.9,-129
56:22.0,-117
56:22.0,-105
56:22.0,-94
56:22.0,-87
56:22.1,-87
56:22.1,-89
56:22.1,-93
56:22.1,-96
56:22.1,-96
56:22.1,-94
56:22.2,-89
56:22.2,-83
56:22.2,-78
56:22.2,-73
56:22.3,-68
56:22.3,-65
56:22.3,-63
56:22.3,-62
56:22.3,-61
56:22.3,-60
56:22.4,-60
56:22.4,-61
56:22.4,-63
56:22.4,-63
56:22.5,-63
56:22.5,-61
56:22.5,-59
56:22.5,-60
56:22.5,-70
56:22.5,-111
56:22.6,-181
56:22.6,-231
56:22.6,-254
56:22.6,-259
56:22.7,-251
56:22.7,-234
56:22.7,-213
56:22.7,-190
56:22.7,-168
56:22.7,-150
56:22.8,-134
56:22.8,-123
56:22.8,-110
56:22.8,-99
56:22.9,-89
56:22.9,-81
56:22.9,-80
56:22.9,-83
56:22.9,-86
56:22.9,-88
56:23.0,-89
56:23.0,-87
56:23.0,-84
56:23.1,-79
56:23.1,-72
56:23.1,-68
56:23.1,-64
56:23.1,-61
56:23.1,-58
56:23.2,-57
56:23.2,-56
56:23.2,-55
56:23.2,-56
56:23.3,-57
56:23.3,-58
56:23.3,-59
56:23.3,-59
56:23.3,-60
56:23.3,-60
56:23.3,-61
56:23.4,-65
56:23.4,-86
56:23.4,-149
56:23.4,-214
56:23.5,-251
56:23.5,-263
56:23.5,-259
56:23.5,-242
56:23.6,-220
56:23.6,-194
56:23.6,-172
56:23.6,-155
56:23.6,-140
56:23.6,-126
56:23.6,-115
56:23.7,-103
56:23.7,-94
56:23.7,-87
56:23.8,-86
56:23.8,-88
56:23.8,-93
56:23.8,-96
56:23.8,-97
56:23.8,-94
56:23.8,-91
56:23.9,-85
56:23.9,-78
56:23.9,-73
56:23.9,-68
56:24.0,-63
56:24.0,-61
56:24.0,-59
56:24.0,-59
56:24.0,-60
56:24.0,-62
56:24.1,-63
56:24.1,-64
56:24.1,-64
56:24.1,-64
56:24.2,-64
56:24.2,-67
56:24.2,-77
56:24.2,-124
56:24.2,-191
56:24.2,-236
56:24.3,-255
56:24.3,-257
56:24.3,-246
56:24.3,-227
56:24.4,-204
56:24.4,-181
56:24.4,-163
56:24.4,-148
56:24.4,-136
56:24.5,-124
56:24.5,-112
56:24.5,-99
56:24.5,-90
56:24.5,-85
56:24.5,-86
56:24.6,-88
56:24.6,-89
56:24.6,-89
56:24.6,-87
56:24.7,-83
56:24.7,-78
56:24.7,-71
56:24.7,-67
56:24.7,-63
56:24.7,-60
56:24.8,-58
56:24.8,-56
56:24.8,-55
56:24.8,-56
56:24.9,-57
56:24.9,-57
56:24.9,-59
56:24.9,-62
56:25.0,-62
56:25.0,-62
56:25.0,-62
56:25.0,-63
56:25.0,-66
56:25.0,-83
56:25.0,-138
56:25.1,-206
56:25.1,-249
56:25.1,-266
56:25.1,-263
56:25.2,-249
56:25.2,-228
56:25.2,-206
56:25.2,-185
56:25.2,-168
56:25.2,-154
56:25.3,-141
56:25.3,-130
56:25.3,-117
56:25.3,-103
56:25.3,-94
56:25.4,-89
56:25.4,-91
56:25.4,-94
56:25.4,-96
56:25.5,-97
56:25.5,-94
56:25.5,-89
56:25.5,-83
56:25.5,-78
56:25.6,-71
56:25.6,-64
56:25.6,-56
56:25.6,-52
56:25.7,-47
56:25.7,-43
56:25.7,-41
56:25.7,-40
56:25.7,-42
56:25.8,-43
56:25.8,-44
56:25.8,-47
56:25.8,-49
56:25.8,-51
56:25.8,-63
56:25.8,-108
56:25.9,-174
56:25.9,-222
56:25.9,-244
56:25.9,-247
56:26.0,-237
56:26.0,-219
56:26.0,-195
56:26.0,-171
56:26.0,-150
56:26.1,-132
56:26.1,-115
56:26.1,-101
56:26.1,-86
56:26.1,-73
56:26.1,-64
56:26.2,-61
56:26.2,-63
56:26.2,-68
56:26.2,-75
56:26.3,-79
56:26.3,-79
56:26.3,-75
56:26.3,-73
56:26.3,-68
56:26.3,-62
56:26.4,-57
56:26.4,-54
56:26.4,-52
56:26.4,-50
56:26.5,-50
56:26.5,-51
56:26.5,-52
56:26.5,-53
56:26.5,-54
56:26.5,-57
56:26.6,-58
56:26.6,-57
56:26.6,-57
56:26.6,-59
56:26.7,-64
56:26.7,-88
56:26.7,-155
56:26.7,-217
56:26.7,-252
56:26.7,-263
56:26.8,-258
56:26.8,-241
56:26.8,-219
56:26.8,-194
56:26.8,-171
56:26.9,-153
56:26.9,-135
56:26.9,-123
56:26.9,-111
56:27.0,-99
56:27.0,-87
56:27.0,-81
56:27.0,-80
56:27.0,-81
56:27.0,-83
56:27.1,-85
56:27.1,-87
56:27.1,-87
56:27.1,-85
56:27.1,-80
56:27.2,-76
56:27.2,-73
56:27.2,-67
56:27.2,-63
56:27.2,-60
56:27.3,-58
56:27.3,-55
56:27.3,-55
56:27.3,-54
56:27.4,-55
56:27.4,-55
56:27.4,-57
56:27.4,-58
56:27.4,-60
56:27.5,-61
56:27.5,-69
56:27.5,-107
56:27.5,-176
56:27.5,-231
56:27.6,-258
56:27.6,-263
56:27.6,-253
56:27.6,-233
56:27.6,-208
56:27.6,-183
56:27.7,-161
56:27.7,-143
56:27.7,-129
56:27.7,-118
56:27.8,-106
56:27.8,-93
56:27.8,-83
56:27.8,-78
56:27.8,-78
56:27.8,-84
56:27.9,-89
56:27.9,-91
56:27.9,-92
56:27.9,-91
56:27.9,-87
56:28.0,-80
56:28.0,-74
56:28.0,-69
56:28.0,-65
56:28.1,-61
56:28.1,-58
56:28.1,-58
56:28.1,-56
56:28.2,-57
56:28.2,-58
56:28.2,-61
56:28.2,-60
56:28.2,-61
56:28.2,-61
56:28.3,-62
56:28.3,-65
56:28.3,-86
56:28.3,-149
56:28.3,-213
56:28.3,-248
56:28.4,-259
56:28.4,-255
56:28.4,-238
56:28.4,-214
56:28.5,-187
56:28.5,-164
56:28.5,-143
56:28.5,-127
56:28.5,-112
56:28.6,-99
56:28.6,-87
56:28.6,-76
56:28.6,-69
56:28.6,-68
56:28.6,-72
56:28.7,-75
56:28.7,-80
56:28.7,-83
56:28.7,-85
56:28.8,-83
56:28.8,-81
56:28.8,-77
56:28.8,-72
56:28.8,-68
56:28.8,-66
56:28.9,-62
56:28.9,-60
56:28.9,-58
56:28.9,-57
56:29.0,-59
56:29.0,-60
56:29.0,-62
56:29.0,-62
56:29.0,-63
56:29.0,-66
56:29.1,-67
56:29.1,-67
56:29.1,-72
56:29.1,-99
56:29.2,-168
56:29.2,-231
56:29.2,-265
56:29.2,-275
56:29.2,-269
56:29.2,-250
56:29.3,-227
56:29.3,-201
56:29.3,-177
56:29.4,-156
56:29.4,-139
56:29.4,-123
56:29.4,-109
56:29.4,-95
56:29.4,-83
56:29.4,-74
56:29.5,-72
56:29.5,-74
56:29.5,-77
56:29.5,-81
56:29.6,-83
56:29.6,-83
56:29.6,-79
56:29.6,-73
56:29.6,-69
56:29.7,-64
56:29.7,-59
56:29.7,-55
56:29.7,-52
56:29.7,-51
56:29.7,-50
56:29.8,-51
56:29.8,-51
56:29.8,-52
56:29.8,-51
56:29.8,-53
56:29.9,-55
56:29.9,-59
56:29.9,-68
56:29.9,-100
56:30.0,-170
56:30.0,-230
56:30.0,-262
56:30.0,-268
56:30.0,-258
56:30.0,-238
56:30.1,-212
56:30.1,-183
56:30.1,-159
56:30.1,-139
56:30.1,-122
56:30.2,-109
56:30.2,-98
56:30.2,-87
56:30.2,-78
56:30.3,-73
56:30.3,-77
56:30.3,-84
56:30.3,-92
56:30.3,-98
56:30.3,-99
56:30.4,-97
56:30.4,-92
56:30.4,-85
56:30.4,-77
56:30.5,-71
56:30.5,-64
56:30.5,-60
56:30.5,-58
56:30.5,-57
56:30.6,-58
56:30.6,-58
56:30.6,-58
56:30.6,-59
56:30.6,-60
56:30.7,-62
56:30.7,-62
56:30.7,-63
56:30.7,-67
56:30.7,-85
56:30.8,-147
56:30.8,-214
56:30.8,-257
56:30.8,-272
56:30.8,-270
56:30.8,-255
56:30.9,-231
56:30.9,-205
56:30.9,-179
56:30.9,-157
56:31.0,-140
56:31.0,-127
56:31.0,-114
56:31.0,-102
56:31.0,-89
56:31.1,-79
56:31.1,-74
56:31.1,-74
56:31.1,-77
56:31.1,-82
56:31.2,-83
56:31.2,-82
56:31.2,-80
56:31.2,-76
56:31.3,-69
56:31.3,-64
56:31.3,-59
56:31.3,-57
56:31.3,-53
56:31.3,-51
56:31.4,-51
56:31.4,-51
56:31.4,-53
56:31.4,-55
56:31.4,-57
56:31.4,-58
56:31.5,-59
56:31.5,-59
56:31.5,-61
56:31.5,-63
56:31.6,-83
56:31.6,-148
56:31.6,-213
56:31.6,-252
56:31.6,-264
56:31.7,-260
56:31.7,-245
56:31.7,-225
56:31.7,-200
56:31.7,-176
56:31.7,-156
56:31.8,-139
56:31.8,-123
56:31.8,-108
56:31.8,-92
56:31.8,-77
56:31.9,-70
56:31.9,-68
56:31.9,-71
56:31.9,-77
56:31.9,-84
56:32.0,-89
56:32.0,-91
56:32.0,-90
56:32.0,-86
56:32.1,-81
56:32.1,-74
56:32.1,-68
56:32.1,-65
56:32.1,-62
56:32.2,-60
56:32.2,-59
56:32.2,-59
56:32.2,-60
56:32.2,-59
56:32.2,-59
56:32.2,-59
56:32.3,-60
56:32.3,-60
56:32.3,-61
56:32.3,-70
56:32.4,-111
56:32.4,-186
56:32.4,-242
56:32.4,-269
56:32.5,-275
56:32.5,-264
56:32.5,-245
56:32.5,-218
56:32.5,-192
56:32.6,-169
56:32.6,-151
56:32.6,-135
56:32.6,-121
56:32.6,-108
56:32.6,-95
56:32.7,-85
56:32.7,-79
56:32.7,-77
56:32.7,-81
56:32.8,-85
56:32.8,-89
56:32.8,-90
56:32.8,-87
56:32.8,-83
56:32.8,-77
56:32.9,-73
56:32.9,-67
56:32.9,-62
56:32.9,-57
56:33.0,-54
56:33.0,-50
56:33.0,-51
56:33.0,-52
56:33.0,-52
56:33.0,-55
56:33.0,-56
56:33.1,-58
56:33.1,-60
56:33.1,-62
56:33.1,-64
56:33.2,-65
56:33.2,-74
56:33.2,-117
56:33.2,-193
56:33.2,-247
56:33.2,-271
56:33.3,-274
56:33.3,-262
56:33.3,-240
56:33.4,-212
56:33.4,-185
56:33.4,-160
56:33.4,-141
56:33.4,-125
56:33.4,-114
56:33.5,-99
56:33.5,-86
56:33.5,-77
56:33.5,-74
56:33.5,-75
56:33.6,-81
56:33.6,-88
56:33.6,-93
56:33.6,-94
56:33.7,-93
56:33.7,-88
56:33.7,-82
56:33.7,-76
56:33.7,-69
56:33.7,-63
56:33.7,-57
56:33.8,-52
56:33.8,-52
56:33.8,-52
56:33.8,-53
56:33.9,-54
56:33.9,-54
56:33.9,-55
56:33.9,-59
56:33.9,-62
56:34.0,-66
56:34.0,-70
56:34.0,-99
56:34.0,-169
56:34.0,-231
56:34.0,-263
56:34.1,-271
56:34.1,-262
56:34.1,-243
56:34.1,-218
56:34.2,-192
56:34.2,-167
56:34.2,-147
56:34.2,-130
56:34.2,-117
56:34.3,-103
56:34.3,-92
56:34.3,-82
56:34.3,-76
56:34.3,-74
56:34.4,-77
56:34.4,-82
56:34.4,-87
56:34.4,-89
56:34.4,-88
56:34.5,-84
56:34.5,-79
56:34.5,-72
56:34.5,-66
56:34.5,-61
56:34.5,-57
56:34.6,-55
56:34.6,-53
56:34.6,-54
56:34.7,-54
56:34.7,-54
56:34.7,-56
56:34.7,-57
56:34.7,-59
56:34.7,-61
56:34.8,-61
56:34.8,-65
56:34.8,-82
56:34.8,-143
56:34.8,-212
56:34.9,-253
56:34.9,-266
56:34.9,-262
56:34.9,-247
56:34.9,-227
56:35.0,-203
56:35.0,-180
56:35.0,-160
56:35.0,-142
56:35.0,-127
56:35.1,-114
56:35.1,-101
56:35.1,-88
56:35.1,-78
56:35.1,-72
56:35.1,-73
56:35.2,-77
56:35.2,-80
56:35.2,-82
56:35.2,-82
56:35.3,-78
56:35.3,-75
56:35.3,-70
56:35.3,-65
56:35.3,-61
56:35.3,-57
56:35.4,-55
56:35.4,-52
56:35.4,-51
56:35.4,-51
56:35.5,-52
56:35.5,-54
56:35.5,-55
56:35.5,-54
56:35.5,-56
56:35.5,-55
56:35.6,-55
56:35.6,-57
56:35.6,-70
56:35.7,-118
56:35.7,-192
56:35.7,-243
56:35.7,-264
56:35.7,-266
56:35.7,-252
56:35.8,-232
56:35.8,-206
56:35.8,-179
56:35.8,-156
56:35.8,-137
56:35.8,-120
56:35.9,-106
56:35.9,-92
56:35.9,-80
56:35.9,-72
56:36.0,-70
56:36.0,-71
56:36.0,-76
56:36.0,-83
56:36.0,-87
56:36.0,-89
56:36.1,-86
56:36.1,-82
56:36.1,-77
56:36.1,-72
56:36.1,-67
56:36.2,-65
56:36.2,-62
56:36.2,-59
56:36.2,-56
56:36.3,-55
56:36.3,-55
56:36.3,-56
56:36.3,-57
56:36.3,-58
56:36.3,-60
56:36.4,-61
56:36.4,-64
56:36.4,-76
56:36.4,-122
56:36.4,-195
56:36.5,-247
56:36.5,-270
56:36.5,-271
56:36.5,-261
56:36.6,-238
56:36.6,-212
56:36.6,-186
56:36.6,-163
56:36.6,-144
56:36.7,-128
56:36.7,-115
56:36.7,-101
56:36.7,-90
56:36.7,-81
56:36.8,-76
56:36.8,-76
56:36.8,-79
56:36.8,-84
56:36.8,-88
56:36.9,-89
56:36.9,-88
56:36.9,-83
56:36.9,-77
56:36.9,-71
56:37.0,-66
56:37.0,-61
56:37.0,-59
56:37.0,-57
56:37.0,-56
56:37.0,-56
56:37.1,-56
56:37.1,-57
56:37.1,-58
56:37.1,-60
56:37.2,-61
56:37.2,-62
56:37.2,-65
56:37.2,-79
56:37.2,-132
56:37.2,-204
56:37.3,-250
56:37.3,-268
56:37.3,-266
56:37.4,-254
56:37.4,-234
56:37.4,-209
56:37.4,-186
56:37.4,-163
56:37.4,-146
56:37.5,-130
56:37.5,-116
56:37.5,-102
56:37.5,-87
56:37.5,-76
56:37.5,-70
56:37.6,-71
56:37.6,-73
56:37.6,-77
56:37.6,-79
56:37.7,-80
56:37.7,-78
56:37.7,-75
56:37.7,-70
56:37.7,-65
56:37.8,-61
56:37.8,-57
56:37.8,-53
56:37.8,-51
56:37.8,-50
56:37.9,-51
56:37.9,-52
56:37.9,-52
56:37.9,-54
56:38.0,-55
56:38.0,-55
56:38.0,-56
56:38.0,-57
56:38.0,-59
56:38.0,-75
56:38.1,-128
56:38.1,-201
56:38.1,-247
56:38.1,-266
56:38.1,-266
56:38.1,-252
56:38.2,-230
56:38.2,-204
56:38.2,-178
56:38.2,-155
56:38.2,-136
56:38.3,-121
56:38.3,-106
56:38.3,-93
56:38.3,-81
56:38.4,-73
56:38.4,-70
56:38.4,-71
56:38.4,-77
56:38.4,-83
56:38.4,-85
56:38.5,-85
56:38.5,-84
56:38.5,-81
56:38.5,-76
56:38.5,-72
56:38.6,-68
56:38.6,-64
56:38.6,-62
56:38.6,-60
56:38.7,-60
56:38.7,-58
56:38.7,-59
56:38.7,-59
56:38.7,-60
56:38.7,-60
56:38.8,-61
56:38.8,-62
56:38.8,-73
56:38.8,-116
56:38.9,-190
56:38.9,-241
56:38.9,-265
56:38.9,-269
56:38.9,-257
56:38.9,-238
56:39.0,-214
56:39.0,-189
56:39.0,-168
56:39.0,-147
56:39.1,-130
56:39.1,-116
56:39.1,-101
56:39.1,-88
56:39.1,-78
56:39.1,-71
56:39.2,-72
56:39.2,-75
56:39.2,-80
56:39.2,-83
56:39.2,-83
56:39.3,-82
56:39.3,-79
56:39.3,-75
56:39.4,-71
56:39.4,-66
56:39.4,-62
56:39.4,-59
56:39.4,-56
56:39.4,-55
56:39.4,-55
56:39.5,-55
56:39.5,-56
56:39.5,-58
56:39.6,-59
56:39.6,-61
56:39.6,-61
56:39.6,-64
56:39.6,-80
56:39.6,-137
56:39.6,-210
56:39.7,-256
56:39.7,-274
56:39.7,-272
56:39.7,-257
56:39.7,-234
56:39.8,-208
56:39.8,-184
56:39.8,-160
56:39.9,-141
56:39.9,-126
56:39.9,-112
56:39.9,-97
56:39.9,-83
56:39.9,-72
56:39.9,-68
56:40.0,-69
56:40.0,-71
56:40.0,-74
56:40.1,-77
56:40.1,-78
56:40.1,-77
56:40.1,-74
56:40.1,-71
56:40.1,-65
56:40.2,-59
56:40.2,-56
56:40.2,-53
56:40.2,-51
56:40.3,-50
56:40.3,-50
56:40.3,-50
56:40.3,-52
56:40.3,-54
56:40.3,-55
56:40.4,-56
56:40.4,-56
56:40.4,-57
56:40.4,-61
56:40.4,-90
56:40.5,-163
56:40.5,-228
56:40.5,-261
56:40.5,-270
56:40.5,-262
56:40.5,-241
56:40.6,-214
56:40.6,-187
56:40.6,-160
56:40.6,-138
56:40.7,-121
56:40.7,-107
56:40.7,-95
56:40.7,-82
56:40.7,-70
56:40.8,-64
56:40.8,-63
56:40.8,-68
56:40.8,-74
56:40.8,-82
56:40.9,-86
56:40.9,-87
56:40.9,-85
56:40.9,-81
56:40.9,-77
56:40.9,-72
56:41.0,-67
56:41.0,-65
56:41.0,-64
56:41.0,-62
56:41.0,-63
56:41.1,-63
56:41.1,-64
56:41.1,-66
56:41.1,-66
56:41.2,-67
56:41.2,-69
56:41.2,-80
56:41.2,-125
56:41.2,-199
56:41.2,-248
56:41.3,-271
56:41.3,-271
56:41.3,-256
56:41.3,-234
56:41.4,-210
56:41.4,-186
56:41.4,-163
56:41.4,-146
56:41.5,-131
56:41.5,-117
56:41.5,-102
56:41.5,-88
56:41.5,-77
56:41.5,-73
56:41.6,-73
56:41.6,-77
56:41.6,-85
56:41.6,-90
56:41.6,-91
56:41.7,-90
56:41.7,-85
56:41.7,-79
56:41.7,-73
56:41.8,-68
56:41.8,-63
56:41.8,-59
56:41.8,-58
56:41.8,-57
56:41.8,-57
56:41.8,-57
56:41.9,-57
56:41.9,-57
56:41.9,-58
56:41.9,-58
56:42.0,-65
56:42.0,-98
56:42.0,-170
56:42.0,-229
56:42.0,-258
56:42.0,-264
56:42.1,-255
56:42.1,-238
56:42.1,-214
56:42.1,-191
56:42.1,-169
